label,type,threshold_value,elapsed_s,vessel_size,vessel_std,denoise_kernel,frangi_tiles_per_axis,intensity_likelihood,vessel_prior,ridge_threshold,ridge_iterations,auto_seed,auto_seed_rounds,auto_seed_max,auto_seed_intensity_sigma,component_min_prob,median_intensity,std_intensity,vessel_seeds_correct,vessel_seeds_total,bg_seeds_correct,bg_seeds_total,pred_gt_dice,pred_gt_cldice,pred_gt_iou,pred_gt_precision,pred_gt_recall,pred_gt_vol,cl_len_gt_mm,cl_len_pred_mm,cl_match_pred_mm
pipeline_1_default,pipeline,,78.30,4,4,8,2,True,0.1,0.01,3,True,2,200,2.0,0.05,213.00,39.27,14,14,9,9,0.5198,0.6399,0.3511,0.4397,0.6355,1.446,8.08,16.00,7.71
pipeline_2,pipeline,,64.16,3,4,6,2,True,0.1,0.01,3,True,2,200,2.0,0.05,213.00,39.27,14,14,9,9,0.5580,0.6732,0.3870,0.5299,0.5892,1.112,8.08,14.66,7.66
pipeline_3,pipeline,,52.25,2,3,8,2,True,0.1,0.01,3,True,2,200,2.0,0.05,213.00,39.27,13,14,9,9,0.4900,0.7307,0.3245,0.5855,0.4212,0.720,8.08,11.14,7.03
pipeline_4,pipeline,,63.50,3,4,6,2,True,0.1,0.060000000000000005,3,True,2,200,2.0,0.05,213.00,39.27,14,14,9,9,0.5580,0.6732,0.3870,0.5299,0.5892,1.112,8.08,14.66,7.66
pipeline_5,pipeline,,62.19,3,4,6,2,True,0.1,0.01,3,True,2,200,1.75,0.05,213.00,39.27,14,14,9,9,0.5512,0.7021,0.3804,0.5180,0.5889,1.137,8.08,12.93,7.34
pipeline_6,pipeline,,57.30,3,3,8,2,True,0.1,0.060000000000000005,3,True,2,200,1.75,0.05,213.00,39.27,14,14,9,9,0.5365,0.7320,0.3666,0.5659,0.5100,0.901,8.08,11.12,7.09
pipeline_7,pipeline,,56.74,3,3,8,2,True,0.05,0.060000000000000005,3,True,2,200,1.75,0.05,213.00,39.27,14,14,9,9,0.5379,0.7449,0.3679,0.5761,0.5045,0.876,8.08,10.37,6.89
pipeline_8,pipeline,,48.83,2,2,8,2,True,0.1,0.01,3,True,2,200,2.0,0.05,213.00,39.27,13,14,9,9,0.4228,0.7364,0.2680,0.5838,0.3314,0.568,8.08,10.84,6.97
pipeline_9,pipeline,,65.50,4,4,8,2,True,0.05,0.060000000000000005,3,True,2,200,1.75,0.05,213.00,39.27,14,14,9,9,0.5491,0.6631,0.3785,0.4833,0.6357,1.315,8.08,14.82,7.61
pipeline_10,pipeline,,69.79,4,4,8,2,True,0.1,0.11,3,True,2,200,1.75,0.05,213.00,39.27,14,14,9,9,0.5198,0.6399,0.3511,0.4397,0.6355,1.446,8.08,16.00,7.71
pipeline_11,pipeline,,72.39,4,4,12,2,True,0.1,0.11,3,True,2,200,1.75,0.05,213.00,39.27,14,14,9,9,0.4752,0.6460,0.3117,0.3838,0.6238,1.625,8.08,15.19,7.53
pipeline_12,pipeline,,71.88,4,4,12,2,True,0.05,0.11,3,True,2,200,1.85,0.05,213.00,39.27,14,14,9,9,0.4878,0.6430,0.3226,0.4022,0.6197,1.541,8.08,14.50,7.20
pipeline_12,pipeline,,74.42,4,4,12,2,True,0.05,0.01,3,True,2,200,1.85,0.05,213.00,39.27,14,14,9,9,0.4878,0.6430,0.3226,0.4022,0.6197,1.541,8.08,14.50,7.20
