label,type,threshold_value,elapsed_s,vessel_size,vessel_std,denoise_kernel,frangi_tiles_per_axis,intensity_likelihood,vessel_prior,ridge_threshold,ridge_iterations,auto_seed,auto_seed_rounds,auto_seed_max,auto_seed_intensity_sigma,component_min_prob,median_intensity,std_intensity,vessel_seeds_correct,vessel_seeds_total,bg_seeds_correct,bg_seeds_total,pred_gt_dice,pred_gt_cldice,pred_gt_iou,pred_gt_precision,pred_gt_recall,pred_gt_vol,cl_len_gt_mm,cl_len_pred_mm,cl_match_pred_mm
frangi_0.500,frangi,0.5,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.1032,0.0405,0.0544,0.0611,0.3318,5.429,26.99,1705.85,35.86
frangi_0.525,frangi,0.525,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.1101,0.0433,0.0583,0.0665,0.3196,4.803,26.99,1547.18,34.91
frangi_0.550,frangi,0.55,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.1171,0.0460,0.0622,0.0723,0.3081,4.263,26.99,1403.93,33.77
frangi_0.575,frangi,0.575,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.1242,0.0496,0.0662,0.0785,0.2971,3.782,26.99,1271.57,33.12
frangi_0.600,frangi,0.6,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,9,11,0.1318,0.0533,0.0705,0.0855,0.2867,3.352,26.99,1149.36,32.32
frangi_0.625,frangi,0.625,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,10,11,0.1398,0.0568,0.0751,0.0934,0.2771,2.965,26.99,1031.98,31.04
frangi_0.650,frangi,0.65,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1478,0.0621,0.0798,0.1021,0.2672,2.616,26.99,920.92,30.55
frangi_0.675,frangi,0.675,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1564,0.0680,0.0848,0.1122,0.2584,2.304,26.99,817.64,29.93
frangi_0.700,frangi,0.7,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1648,0.0739,0.0898,0.1231,0.2492,2.024,26.99,721.96,28.99
frangi_0.725,frangi,0.725,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1733,0.0814,0.0949,0.1354,0.2404,1.775,26.99,634.48,28.39
frangi_0.750,frangi,0.75,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1817,0.0896,0.0999,0.1492,0.2323,1.558,26.99,558.45,27.85
frangi_0.775,frangi,0.775,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1891,0.0986,0.1044,0.1636,0.2240,1.369,26.99,489.11,27.26
frangi_0.800,frangi,0.8,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1964,0.1076,0.1089,0.1796,0.2166,1.206,26.99,428.55,26.48
frangi_0.825,frangi,0.825,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2026,0.1176,0.1127,0.1963,0.2094,1.067,26.99,376.14,25.88
frangi_0.850,frangi,0.85,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2075,0.1291,0.1158,0.2133,0.2020,0.947,26.99,330.22,25.51
frangi_0.875,frangi,0.875,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2123,0.1417,0.1188,0.2321,0.1956,0.843,26.99,288.67,25.07
frangi_0.900,frangi,0.9,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2156,0.1538,0.1208,0.2513,0.1887,0.751,26.99,251.08,24.32
frangi_0.925,frangi,0.925,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2183,0.1685,0.1225,0.2718,0.1824,0.671,26.99,219.08,24.06
frangi_0.950,frangi,0.95,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2206,0.1815,0.1240,0.2940,0.1765,0.601,26.99,190.24,23.23
frangi_0.975,frangi,0.975,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2217,0.1950,0.1247,0.3166,0.1706,0.539,26.99,164.69,22.38
