label,type,threshold_value,elapsed_s,vessel_size,vessel_std,denoise_kernel,frangi_tiles_per_axis,intensity_likelihood,vessel_prior,ridge_threshold,ridge_iterations,auto_seed,auto_seed_rounds,auto_seed_max,auto_seed_intensity_sigma,component_min_prob,median_intensity,std_intensity,vessel_seeds_correct,vessel_seeds_total,bg_seeds_correct,bg_seeds_total,pred_gt_dice,pred_gt_cldice,pred_gt_iou,pred_gt_precision,pred_gt_recall,pred_gt_vol,cl_len_gt_mm,cl_len_pred_mm,cl_match_pred_mm
frangi_0.000,frangi,0.0,0.01,,,,,,,,,,,,,,163.00,30.05,26,27,6,11,0.0301,0.0172,0.0153,0.0154,0.6771,44.024,26.99,5321.38,46.12
frangi_0.050,frangi,0.05,0.01,,,,,,,,,,,,,,163.00,30.05,26,27,7,11,0.0337,0.0177,0.0172,0.0173,0.6374,36.792,26.99,5385.78,48.13
frangi_0.100,frangi,0.1,0.00,,,,,,,,,,,,,,163.00,30.05,26,27,8,11,0.0376,0.0182,0.0192,0.0194,0.5965,30.705,26.99,5181.99,47.81
frangi_0.150,frangi,0.15,0.01,,,,,,,,,,,,,,163.00,30.05,26,27,8,11,0.0424,0.0195,0.0217,0.0221,0.5574,25.268,26.99,4770.87,47.11
frangi_0.200,frangi,0.2,0.01,,,,,,,,,,,,,,163.00,30.05,26,27,8,11,0.0481,0.0210,0.0247,0.0252,0.5205,20.620,26.99,4258.50,45.34
frangi_0.250,frangi,0.25,0.00,,,,,,,,,,,,,,163.00,30.05,26,27,8,11,0.0544,0.0231,0.0280,0.0288,0.4840,16.781,26.99,3768.87,44.23
frangi_0.300,frangi,0.3,0.01,,,,,,,,,,,,,,163.00,30.05,25,27,8,11,0.0615,0.0252,0.0317,0.0330,0.4498,13.617,26.99,3300.43,42.41
frangi_0.350,frangi,0.35,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.0700,0.0278,0.0363,0.0382,0.4184,10.954,26.99,2845.79,40.47
frangi_0.400,frangi,0.4,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.0804,0.0313,0.0419,0.0448,0.3895,8.691,26.99,2405.18,38.59
frangi_0.450,frangi,0.45,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.0926,0.0359,0.0486,0.0531,0.3617,6.809,26.99,1999.29,36.96
frangi_0.500,frangi,0.5,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.1066,0.0409,0.0563,0.0634,0.3355,5.296,26.99,1644.33,34.88
frangi_0.550,frangi,0.55,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,8,11,0.1212,0.0470,0.0645,0.0753,0.3110,4.133,26.99,1346.71,33.05
frangi_0.600,frangi,0.6,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,9,11,0.1374,0.0538,0.0737,0.0900,0.2896,3.217,26.99,1091.62,30.98
frangi_0.650,frangi,0.65,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1545,0.0646,0.0837,0.1083,0.2689,2.482,26.99,863.05,29.83
frangi_0.700,frangi,0.7,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1727,0.0767,0.0945,0.1318,0.2504,1.900,26.99,668.68,27.97
frangi_0.750,frangi,0.75,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.1899,0.0938,0.1049,0.1604,0.2327,1.451,26.99,510.78,26.82
frangi_0.800,frangi,0.8,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2043,0.1124,0.1138,0.1932,0.2168,1.122,26.99,389.09,25.28
frangi_0.850,frangi,0.85,0.01,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2151,0.1366,0.1205,0.2299,0.2021,0.879,26.99,296.78,24.53
frangi_0.900,frangi,0.9,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2220,0.1622,0.1248,0.2705,0.1882,0.696,26.99,222.86,23.14
frangi_0.950,frangi,0.95,0.00,,,,,,,,,,,,,,163.00,30.05,24,27,11,11,0.2258,0.1880,0.1273,0.3159,0.1757,0.556,26.99,166.09,21.28
