label,type,threshold_value,elapsed_s,vessel_seeds_correct,vessel_seeds_total,bg_seeds_correct,bg_seeds_total,pred_gt_dice,pred_gt_cldice,pred_gt_iou,pred_gt_precision,pred_gt_recall,pred_gt_vol,tp,fp,tn,fn,gt_voxels,pred_voxels,cl_len_gt_mm,cl_len_pred_mm,cl_match_pred_mm
threshold_27,threshold,27,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_29,threshold,29,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_31,threshold,31,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_33,threshold,33,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_35,threshold,35,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_37,threshold,37,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_39,threshold,39,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_41,threshold,41,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_43,threshold,43,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_45,threshold,45,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_47,threshold,47,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_49,threshold,49,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_51,threshold,51,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_53,threshold,53,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_55,threshold,55,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_57,threshold,57,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_59,threshold,59,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_61,threshold,61,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_63,threshold,63,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_65,threshold,65,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_67,threshold,67,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_69,threshold,69,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_71,threshold,71,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_73,threshold,73,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_75,threshold,75,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_77,threshold,77,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_79,threshold,79,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_81,threshold,81,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_83,threshold,83,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_85,threshold,85,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_87,threshold,87,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_89,threshold,89,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_91,threshold,91,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_93,threshold,93,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_95,threshold,95,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_97,threshold,97,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_99,threshold,99,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_101,threshold,101,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_103,threshold,103,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281392,0,0,27722,9309114,4.61,0.31,0.00
threshold_105,threshold,105,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.802,27722,9281388,4,0,27722,9309110,4.61,128.45,0.00
threshold_107,threshold,107,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.801,27722,9281366,26,0,27722,9309088,4.61,354.68,0.00
threshold_109,threshold,109,0.00,9,9,0,14,0.0059,0.0000,0.0030,0.0030,1.0000,335.797,27722,9281232,160,0,27722,9308954,4.61,857.94,0.00
threshold_111,threshold,111,0.00,9,9,0,14,0.0059,0.0017,0.0030,0.0030,1.0000,335.780,27722,9280779,613,0,27722,9308501,4.61,1315.10,1.10
threshold_113,threshold,113,0.00,9,9,0,14,0.0059,0.0012,0.0030,0.0030,1.0000,335.705,27722,9278681,2711,0,27722,9306403,4.61,1947.04,1.20
threshold_115,threshold,115,0.00,9,9,0,14,0.0059,0.0014,0.0030,0.0030,1.0000,335.365,27722,9269263,12129,0,27722,9296985,4.61,2777.89,1.97
threshold_117,threshold,117,0.00,9,9,1,14,0.0060,0.0017,0.0030,0.0030,1.0000,334.033,27722,9232327,49065,0,27722,9260049,4.61,3682.58,3.08
threshold_119,threshold,119,0.00,9,9,1,14,0.0060,0.0025,0.0030,0.0030,1.0000,329.980,27722,9119995,161397,0,27722,9147717,4.61,4279.91,5.45
threshold_121,threshold,121,0.00,9,9,1,14,0.0062,0.0035,0.0031,0.0031,1.0000,321.616,27722,8888127,393265,0,27722,8915849,4.61,4492.76,7.78
threshold_123,threshold,123,0.00,9,9,1,14,0.0064,0.0041,0.0032,0.0032,1.0000,309.693,27722,8557580,723812,0,27722,8585302,4.61,4743.56,9.80
threshold_125,threshold,125,0.00,9,9,2,14,0.0067,0.0055,0.0034,0.0034,1.0000,296.738,27722,8198443,1082949,0,27722,8226165,4.61,4884.61,13.42
threshold_127,threshold,127,0.00,9,9,3,14,0.0070,0.0056,0.0035,0.0035,1.0000,284.175,27722,7850169,1431223,0,27722,7877891,4.61,5042.78,14.17
threshold_129,threshold,129,0.00,9,9,3,14,0.0073,0.0057,0.0037,0.0037,0.9997,271.710,27715,7504621,1776771,7,27722,7532336,4.61,5095.15,14.66
threshold_131,threshold,131,0.00,9,9,3,14,0.0077,0.0062,0.0039,0.0039,0.9992,258.607,27701,7141390,2140002,21,27722,7169091,4.61,4962.86,15.46
threshold_133,threshold,133,0.00,9,9,3,14,0.0081,0.0061,0.0041,0.0041,0.9980,244.403,27666,6747683,2533709,56,27722,6775349,4.61,4701.28,14.49
threshold_135,threshold,135,0.00,9,9,3,14,0.0087,0.0064,0.0044,0.0044,0.9968,229.037,27633,6321720,2959672,89,27722,6349353,4.61,4245.65,13.67
threshold_137,threshold,137,0.00,9,9,3,14,0.0093,0.0062,0.0047,0.0047,0.9940,212.596,27556,5866034,3415358,166,27722,5893590,4.61,3812.69,11.90
threshold_139,threshold,139,0.00,8,9,3,14,0.0101,0.0089,0.0051,0.0051,0.9892,195.191,27422,5383669,3897723,300,27722,5411091,4.61,3316.37,14.89
threshold_141,threshold,141,0.00,8,9,3,14,0.0110,0.0106,0.0055,0.0055,0.9822,177.228,27228,4885885,4395507,494,27722,4913113,4.61,2877.22,15.31
threshold_143,threshold,143,0.00,8,9,3,14,0.0121,0.0121,0.0061,0.0061,0.9735,159.253,26987,4387815,4893577,735,27722,4414802,4.61,2585.85,15.73
threshold_145,threshold,145,0.00,8,9,4,14,0.0135,0.0136,0.0068,0.0068,0.9650,141.556,26752,3897456,5383936,970,27722,3924208,4.61,2216.53,15.13
threshold_147,threshold,147,0.00,8,9,4,14,0.0152,0.0135,0.0077,0.0077,0.9559,124.624,26500,3428321,5853071,1222,27722,3454821,4.61,1995.26,13.54
threshold_149,threshold,149,0.00,8,9,4,14,0.0173,0.0184,0.0087,0.0087,0.9457,108.524,26216,2982299,6299093,1506,27722,3008515,4.61,1682.71,15.60
threshold_151,threshold,151,0.00,8,9,4,14,0.0198,0.0239,0.0100,0.0100,0.9343,93.441,25902,2564475,6716917,1820,27722,2590377,4.61,1474.46,17.83
threshold_153,threshold,153,0.00,8,9,4,14,0.0229,0.0245,0.0116,0.0116,0.9218,79.468,25554,2177450,7103942,2168,27722,2203004,4.61,1259.48,15.64
threshold_155,threshold,155,0.00,8,9,7,14,0.0268,0.0238,0.0136,0.0136,0.9051,66.522,25090,1819046,7462346,2632,27722,1844136,4.61,928.44,11.23
threshold_157,threshold,157,0.00,8,9,8,14,0.0319,0.0271,0.0162,0.0162,0.8866,54.578,24578,1488447,7792945,3144,27722,1513025,4.61,681.87,9.37
threshold_159,threshold,159,0.00,7,9,8,14,0.0388,0.0373,0.0198,0.0199,0.8639,43.508,23950,1182184,8099208,3772,27722,1206134,4.61,474.84,9.05
threshold_161,threshold,161,0.00,7,9,10,14,0.0487,0.0388,0.0249,0.0251,0.8405,33.535,23301,906352,8375040,4421,27722,929653,4.61,327.96,6.51
threshold_163,threshold,163,0.00,7,9,11,14,0.0629,0.0462,0.0325,0.0327,0.8130,24.834,22539,665911,8615481,5183,27722,688450,4.61,218.29,5.20
threshold_165,threshold,165,0.00,7,9,11,14,0.0840,0.0657,0.0438,0.0444,0.7834,17.662,21717,467906,8813486,6005,27722,489623,4.61,154.18,5.29
threshold_167,threshold,167,0.00,7,9,13,14,0.1150,0.0836,0.0610,0.0623,0.7512,12.062,20825,313569,8967823,6897,27722,334394,4.61,107.46,4.76
threshold_169,threshold,169,0.00,7,9,13,14,0.1605,0.0987,0.0873,0.0904,0.7178,7.943,19900,200282,9081110,7822,27722,220182,4.61,71.54,3.79
threshold_171,threshold,171,0.00,7,9,13,14,0.2224,0.1530,0.1251,0.1328,0.6840,5.153,18963,123875,9157517,8759,27722,142838,4.61,46.06,3.97
threshold_173,threshold,173,0.00,7,9,14,14,0.2952,0.2164,0.1731,0.1910,0.6491,3.398,17994,76204,9205188,9728,27722,94198,4.61,27.82,3.61
threshold_175,threshold,175,0.00,7,9,14,14,0.3679,0.2761,0.2254,0.2625,0.6149,2.342,17045,47884,9233508,10677,27722,64929,4.61,17.58,3.10
threshold_177,threshold,177,0.00,7,9,14,14,0.4241,0.3803,0.2691,0.3342,0.5802,1.736,16083,32046,9249346,11639,27722,48129,4.61,10.88,2.99
threshold_179,threshold,179,0.00,7,9,14,14,0.4600,0.4455,0.2987,0.3978,0.5453,1.371,15117,22882,9258510,12605,27722,37999,4.61,8.05,2.87
threshold_181,threshold,181,0.00,7,9,14,14,0.4773,0.4950,0.3134,0.4487,0.5097,1.136,14130,17358,9264034,13592,27722,31488,4.61,6.30,2.78
threshold_183,threshold,183,0.00,6,9,14,14,0.4817,0.4845,0.3173,0.4880,0.4756,0.975,13185,13836,9267556,14537,27722,27021,4.61,5.55,2.51
threshold_185,threshold,185,0.00,6,9,14,14,0.4788,0.5162,0.3147,0.5210,0.4429,0.850,12277,11288,9270104,15445,27722,23565,4.61,4.41,2.40
threshold_187,threshold,187,0.00,5,9,14,14,0.4712,0.5046,0.3082,0.5505,0.4119,0.748,11419,9324,9272068,16303,27722,20743,4.61,4.06,2.28
threshold_189,threshold,189,0.00,4,9,14,14,0.4596,0.5014,0.2984,0.5779,0.3816,0.660,10578,7727,9273665,17144,27722,18305,4.61,3.79,2.21
threshold_191,threshold,191,0.00,4,9,14,14,0.4465,0.4760,0.2874,0.6053,0.3537,0.584,9805,6394,9274998,17917,27722,16199,4.61,3.41,1.88
threshold_193,threshold,193,0.00,4,9,14,14,0.4305,0.4840,0.2743,0.6318,0.3265,0.517,9050,5274,9276118,18672,27722,14324,4.61,3.22,1.99
threshold_195,threshold,195,0.00,4,9,14,14,0.4132,0.4612,0.2604,0.6567,0.3014,0.459,8355,4368,9277024,19367,27722,12723,4.61,2.79,1.64
threshold_197,threshold,197,0.00,4,9,14,14,0.3956,0.4435,0.2466,0.6847,0.2782,0.406,7711,3551,9277841,20011,27722,11262,4.61,2.57,1.54
threshold_199,threshold,199,0.00,4,9,14,14,0.3756,0.4386,0.2312,0.7101,0.2553,0.360,7078,2889,9278503,20644,27722,9967,4.61,2.32,1.50
threshold_201,threshold,201,0.00,4,9,14,14,0.3566,0.4265,0.2170,0.7360,0.2353,0.320,6522,2339,9279053,21200,27722,8861,4.61,2.15,1.43
threshold_203,threshold,203,0.00,3,9,14,14,0.3365,0.4050,0.2023,0.7600,0.2161,0.284,5990,1892,9279500,21732,27722,7882,4.61,1.91,1.29
threshold_205,threshold,205,0.00,3,9,14,14,0.3174,0.3923,0.1887,0.7822,0.1991,0.255,5520,1537,9279855,22202,27722,7057,4.61,1.67,1.22
threshold_207,threshold,207,0.00,3,9,14,14,0.2985,0.3778,0.1754,0.8010,0.1834,0.229,5084,1263,9280129,22638,27722,6347,4.61,1.53,1.15
threshold_209,threshold,209,0.00,3,9,14,14,0.2793,0.3722,0.1623,0.8235,0.1682,0.204,4662,999,9280393,23060,27722,5661,4.61,1.45,1.10
threshold_211,threshold,211,0.00,3,9,14,14,0.2613,0.3580,0.1503,0.8431,0.1546,0.183,4287,798,9280594,23435,27722,5085,4.61,1.18,0.92
threshold_213,threshold,213,0.00,3,9,14,14,0.2420,0.3336,0.1377,0.8584,0.1409,0.164,3905,644,9280748,23817,27722,4549,4.61,0.92,0.72
threshold_215,threshold,215,0.00,3,9,14,14,0.2245,0.3116,0.1265,0.8744,0.1288,0.147,3571,513,9280879,24151,27722,4084,4.61,0.80,0.64
threshold_217,threshold,217,0.00,3,9,14,14,0.2089,0.2950,0.1166,0.8868,0.1184,0.134,3282,419,9280973,24440,27722,3701,4.61,0.71,0.56
threshold_219,threshold,219,0.00,3,9,14,14,0.1934,0.2792,0.1071,0.9010,0.1083,0.120,3003,330,9281062,24719,27722,3333,4.61,0.66,0.55
threshold_221,threshold,221,0.00,1,9,14,14,0.1802,0.2489,0.0990,0.9169,0.0999,0.109,2770,251,9281141,24952,27722,3021,4.61,0.59,0.48
threshold_223,threshold,223,0.00,1,9,14,14,0.1639,0.2281,0.0893,0.9281,0.0899,0.097,2492,193,9281199,25230,27722,2685,4.61,0.64,0.55
threshold_225,threshold,225,0.00,1,9,14,14,0.1511,0.2116,0.0817,0.9394,0.0821,0.087,2277,147,9281245,25445,27722,2424,4.61,0.55,0.46
threshold_227,threshold,227,0.00,1,9,14,14,0.1388,0.1924,0.0746,0.9510,0.0749,0.079,2075,107,9281285,25647,27722,2182,4.61,0.58,0.50
threshold_229,threshold,229,0.00,0,9,14,14,0.1281,0.1783,0.0684,0.9587,0.0686,0.072,1903,82,9281310,25819,27722,1985,4.61,0.48,0.43
threshold_231,threshold,231,0.00,0,9,14,14,0.1176,0.1631,0.0625,0.9644,0.0626,0.065,1736,64,9281328,25986,27722,1800,4.61,0.41,0.36
threshold_233,threshold,233,0.00,0,9,14,14,0.1083,0.1501,0.0572,0.9677,0.0574,0.059,1590,53,9281339,26132,27722,1643,4.61,0.41,0.37
threshold_235,threshold,235,0.00,0,9,14,14,0.0995,0.1369,0.0523,0.9719,0.0524,0.054,1453,42,9281350,26269,27722,1495,4.61,0.35,0.31
threshold_237,threshold,237,0.00,0,9,14,14,0.0917,0.1326,0.0480,0.9758,0.0481,0.049,1333,33,9281359,26389,27722,1366,4.61,0.33,0.29
threshold_239,threshold,239,0.00,0,9,14,14,0.0848,0.1282,0.0443,0.9816,0.0443,0.045,1228,23,9281369,26494,27722,1251,4.61,0.29,0.26
threshold_241,threshold,241,0.00,0,9,14,14,0.0783,0.1103,0.0407,0.9852,0.0408,0.041,1130,17,9281375,26592,27722,1147,4.61,0.29,0.28
threshold_243,threshold,243,0.00,0,9,14,14,0.0731,0.1058,0.0379,0.9897,0.0379,0.038,1052,11,9281381,26670,27722,1063,4.61,0.31,0.29
threshold_245,threshold,245,0.00,0,9,14,14,0.0689,0.0919,0.0357,0.9950,0.0357,0.036,989,5,9281387,26733,27722,994,4.61,0.25,0.25
threshold_247,threshold,247,0.00,0,9,14,14,0.0652,0.0798,0.0337,0.9957,0.0337,0.034,934,4,9281388,26788,27722,938,4.61,0.22,0.21
threshold_249,threshold,249,0.00,0,9,14,14,0.0621,0.0775,0.0320,0.9978,0.0320,0.032,888,2,9281390,26834,27722,890,4.61,0.19,0.18
threshold_251,threshold,251,0.00,0,9,14,14,0.0586,0.0728,0.0302,0.9988,0.0302,0.030,837,1,9281391,26885,27722,838,4.61,0.16,0.16
threshold_253,threshold,253,0.00,0,9,14,14,0.0540,0.0679,0.0277,0.9987,0.0277,0.028,769,1,9281391,26953,27722,770,4.61,1.03,1.03
