label,type,threshold_value,elapsed_s,vessel_seeds_correct,vessel_seeds_total,bg_seeds_correct,bg_seeds_total,pred_gt_dice,pred_gt_cldice,pred_gt_iou,pred_gt_precision,pred_gt_recall,pred_gt_vol,tp,fp,tn,fn,gt_voxels,pred_voxels,cl_len_gt_mm,cl_len_pred_mm,cl_match_pred_mm
threshold_1,threshold,1,0.01,27,27,0,11,0.0197,0.0196,0.0100,0.0100,1.0000,100.292,109490,10871470,48,0,109490,10980960,26.99,488.64,4.83
threshold_3,threshold,3,0.00,27,27,0,11,0.0197,0.0223,0.0100,0.0100,1.0000,100.289,109490,10871193,325,0,109490,10980683,26.99,1191.20,13.46
threshold_5,threshold,5,0.00,27,27,0,11,0.0197,0.0285,0.0100,0.0100,1.0000,100.273,109490,10869445,2073,0,109490,10978935,26.99,2051.08,29.62
threshold_7,threshold,7,0.00,27,27,0,11,0.0198,0.0233,0.0100,0.0100,1.0000,100.218,109490,10863392,8126,0,109490,10972882,26.99,2990.57,35.30
threshold_9,threshold,9,0.00,27,27,0,11,0.0198,0.0211,0.0100,0.0100,1.0000,100.085,109490,10848771,22747,0,109490,10958261,26.99,3937.33,41.93
threshold_11,threshold,11,0.00,27,27,0,11,0.0198,0.0205,0.0100,0.0100,1.0000,99.799,109490,10817498,54020,0,109490,10926988,26.99,4182.51,43.40
threshold_13,threshold,13,0.00,27,27,0,11,0.0200,0.0196,0.0101,0.0101,1.0000,99.178,109490,10749486,122032,0,109490,10858976,26.99,4015.51,39.70
threshold_15,threshold,15,0.00,27,27,0,11,0.0203,0.0125,0.0102,0.0102,1.0000,97.746,109490,10592752,278766,0,109490,10702242,26.99,3242.29,20.37
threshold_17,threshold,17,0.00,27,27,0,11,0.0209,0.0073,0.0105,0.0105,1.0000,94.901,109490,10281273,590245,0,109490,10390763,26.99,2122.13,7.79
threshold_19,threshold,19,0.00,27,27,0,11,0.0218,0.0059,0.0110,0.0110,1.0000,90.816,109490,9833945,1037573,0,109490,9943435,26.99,1307.51,3.88
threshold_21,threshold,21,0.00,27,27,0,11,0.0228,0.0072,0.0115,0.0115,1.0000,86.823,109490,9396759,1474759,0,109490,9506249,26.99,783.47,2.83
threshold_23,threshold,23,0.00,27,27,0,11,0.0235,0.0068,0.0119,0.0119,1.0000,84.194,109490,9108935,1762583,0,109490,9218425,26.99,303.57,1.04
threshold_25,threshold,25,0.00,27,27,0,11,0.0238,0.0051,0.0121,0.0121,1.0000,82.862,109490,8963068,1908450,0,109490,9072558,26.99,114.78,0.29
threshold_27,threshold,27,0.00,27,27,0,11,0.0240,0.0068,0.0122,0.0122,1.0000,82.256,109490,8896747,1974771,0,109490,9006237,26.99,49.34,0.17
threshold_29,threshold,29,0.00,27,27,0,11,0.0241,0.0068,0.0122,0.0122,1.0000,81.962,109490,8864493,2007025,0,109490,8973983,26.99,24.57,0.08
threshold_31,threshold,31,0.00,27,27,0,11,0.0242,0.0040,0.0122,0.0122,1.0000,81.799,109490,8846720,2024798,0,109490,8956210,26.99,20.93,0.04
threshold_33,threshold,33,0.00,27,27,0,11,0.0242,0.0005,0.0122,0.0122,1.0000,81.689,109490,8834609,2036909,0,109490,8944099,26.99,66.46,0.02
threshold_35,threshold,35,0.00,27,27,0,11,0.0242,0.0002,0.0123,0.0123,1.0000,81.570,109490,8821613,2049905,0,109490,8931103,26.99,207.86,0.02
threshold_37,threshold,37,0.00,27,27,0,11,0.0243,0.0002,0.0123,0.0123,1.0000,81.348,109490,8797252,2074266,0,109490,8906742,26.99,305.88,0.02
threshold_39,threshold,39,0.00,27,27,0,11,0.0244,0.0344,0.0124,0.0124,1.0000,80.901,109490,8748319,2123199,0,109490,8857809,26.99,229.21,4.01
threshold_41,threshold,41,0.00,27,27,0,11,0.0246,0.0736,0.0125,0.0125,1.0000,80.225,109490,8674392,2197126,0,109490,8783882,26.99,215.64,8.24
threshold_43,threshold,43,0.00,27,27,0,11,0.0248,0.0433,0.0126,0.0126,1.0000,79.581,109490,8603807,2267711,0,109490,8713297,26.99,710.96,15.73
threshold_45,threshold,45,0.00,27,27,0,11,0.0250,0.0352,0.0126,0.0126,1.0000,79.137,109490,8555269,2316249,0,109490,8664759,26.99,1292.86,23.17
threshold_47,threshold,47,0.00,27,27,0,11,0.0251,0.0328,0.0127,0.0127,1.0000,78.789,109490,8517112,2354406,0,109490,8626602,26.99,1459.27,24.29
threshold_49,threshold,49,0.00,27,27,0,11,0.0252,0.0318,0.0127,0.0127,1.0000,78.459,109490,8480982,2390536,0,109490,8590472,26.99,1246.45,20.14
threshold_51,threshold,51,0.00,27,27,0,11,0.0253,0.0281,0.0128,0.0128,1.0000,78.150,109490,8447140,2424378,0,109490,8556630,26.99,1166.14,16.60
threshold_53,threshold,53,0.00,27,27,0,11,0.0254,0.0371,0.0128,0.0128,1.0000,77.867,109490,8416214,2455304,0,109490,8525704,26.99,1059.47,20.05
